Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,Sorted_genres
Anthem for the Weak,5Eitk5PHbySKtH0rIgXKSQ,Lost Autumn,6IWlqVD47WGHV2HMqDkFhJ,0.537,0.714,2,-13.431,1,0.0314,6.87e-05,3.66e-05,0.194,0.638,103.99,audio_features,5Eitk5PHbySKtH0rIgXKSQ,spotify:track:5Eitk5PHbySKtH0rIgXKSQ,https://api.spotify.com/v1/tracks/5Eitk5PHbySKtH0rIgXKSQ,https://api.spotify.com/v1/audio-analysis/5Eitk5PHbySKtH0rIgXKSQ,170613,4,"['gymcore', 'hard alternative']",gymcore
Beginning Again,33DDppMGIj9PjVK2jUgM6z,Fighting Kind,456LTGwOKD0jDMyuz4Spek,0.207,0.905,1,-4.632,0,0.0621,0.00121,0.0,0.108,0.247,97.424,audio_features,33DDppMGIj9PjVK2jUgM6z,spotify:track:33DDppMGIj9PjVK2jUgM6z,https://api.spotify.com/v1/tracks/33DDppMGIj9PjVK2jUgM6z,https://api.spotify.com/v1/audio-analysis/33DDppMGIj9PjVK2jUgM6z,213520,3,['gymcore'],gymcore
Get Me Out,2L6fYOGi2YAwTI0pmGorc7,No Resolve,7oAoGc2k7201dlU7mkhlDp,0.314,0.877,3,-3.207,0,0.0582,7.52e-05,0.0,0.0898,0.516,177.6,audio_features,2L6fYOGi2YAwTI0pmGorc7,spotify:track:2L6fYOGi2YAwTI0pmGorc7,https://api.spotify.com/v1/tracks/2L6fYOGi2YAwTI0pmGorc7,https://api.spotify.com/v1/audio-analysis/2L6fYOGi2YAwTI0pmGorc7,223923,4,"['gymcore', 'heavy alternative']",heavy alternative
My Escape,3sgXbDvrgbTBIefz4lJDEp,Ravenscode,3NWaix6Tlb7dFlJybjAO7Z,0.483,0.392,11,-8.451,1,0.0267,0.368,0.0,0.151,0.167,112.059,audio_features,3sgXbDvrgbTBIefz4lJDEp,spotify:track:3sgXbDvrgbTBIefz4lJDEp,https://api.spotify.com/v1/tracks/3sgXbDvrgbTBIefz4lJDEp,https://api.spotify.com/v1/audio-analysis/3sgXbDvrgbTBIefz4lJDEp,226039,4,['gymcore'],gymcore
The Awakening,30DQtL5JC3vRoA8Ces7nyz,Onlap,5vkIUHgmiNIPn4Beoh2QPc,0.535,0.974,4,-4.085,1,0.0696,0.000385,1.8e-05,0.0932,0.378,102.043,audio_features,30DQtL5JC3vRoA8Ces7nyz,spotify:track:30DQtL5JC3vRoA8Ces7nyz,https://api.spotify.com/v1/tracks/30DQtL5JC3vRoA8Ces7nyz,https://api.spotify.com/v1/audio-analysis/30DQtL5JC3vRoA8Ces7nyz,238379,4,['gymcore'],gymcore
This Is Not Goodbye,3w0gPebgY2Yrkedw9cpbVe,Echoes The Fall,2gK2vUsncaH9nrI7gQIYH5,0.387,0.918,2,-4.839,1,0.0738,0.000426,0.0,0.26,0.646,180.051,audio_features,3w0gPebgY2Yrkedw9cpbVe,spotify:track:3w0gPebgY2Yrkedw9cpbVe,https://api.spotify.com/v1/tracks/3w0gPebgY2Yrkedw9cpbVe,https://api.spotify.com/v1/audio-analysis/3w0gPebgY2Yrkedw9cpbVe,168040,4,"['gymcore', 'hard alternative']",gymcore
Don't Worry (feat. Ray Dalton),1XlRA078Zp2Q0IfWliK42q,Madcon,6c4sUNBgdonFJz8Kx2VsGz,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,audio_features,1XlRA078Zp2Q0IfWliK42q,spotify:track:1XlRA078Zp2Q0IfWliK42q,https://api.spotify.com/v1/tracks/1XlRA078Zp2Q0IfWliK42q,https://api.spotify.com/v1/audio-analysis/1XlRA078Zp2Q0IfWliK42q,214789,4,['norwegian hip hop'],hip hop
Weird Dark Things (feat. Khai) - Original Mix,1DlXuYtu19T2pO5Vx1013O,Bronze Whale,448VwSmqc6SpRDqK5WYXIt,0.546,0.879,1,-5.691,1,0.0408,0.0941,0.2,0.0909,0.0754,140.021,audio_features,1DlXuYtu19T2pO5Vx1013O,spotify:track:1DlXuYtu19T2pO5Vx1013O,https://api.spotify.com/v1/tracks/1DlXuYtu19T2pO5Vx1013O,https://api.spotify.com/v1/audio-analysis/1DlXuYtu19T2pO5Vx1013O,280429,4,['vapor twitch'],vapor twitch
Free,0ui9kC2bPzJJilCxmqC5SN,Jack and the Weatherman,3ydwrOmRBy5TtHpTDaauOQ,0.889,0.43,7,-8.213,0,0.189,0.457,0.0,0.147,0.85,151.899,audio_features,0ui9kC2bPzJJilCxmqC5SN,spotify:track:0ui9kC2bPzJJilCxmqC5SN,https://api.spotify.com/v1/tracks/0ui9kC2bPzJJilCxmqC5SN,https://api.spotify.com/v1/audio-analysis/0ui9kC2bPzJJilCxmqC5SN,197720,4,['dutch pop'],pop
Sensitivity,3lRgzwd3g1TewI4zjgbh9V,Ralph Tresvant,6MLDcHrNh4OqxDZAjMt5pt,0.683,0.661,1,-12.823,1,0.0459,0.137,0.557,0.0772,0.707,96.956,audio_features,3lRgzwd3g1TewI4zjgbh9V,spotify:track:3lRgzwd3g1TewI4zjgbh9V,https://api.spotify.com/v1/tracks/3lRgzwd3g1TewI4zjgbh9V,https://api.spotify.com/v1/audio-analysis/3lRgzwd3g1TewI4zjgbh9V,281333,4,"['contemporary r&b', 'new jack swing']",r&b
Live and Learn,4ScNzmyZZId9kGK9iXuqjn,Joe Public,3RnBzCfr8bQeLQQMGF6IeE,0.745,0.891,11,-9.464,0,0.0746,0.0867,0.0,0.124,0.654,106.641,audio_features,4ScNzmyZZId9kGK9iXuqjn,spotify:track:4ScNzmyZZId9kGK9iXuqjn,https://api.spotify.com/v1/tracks/4ScNzmyZZId9kGK9iXuqjn,https://api.spotify.com/v1/audio-analysis/4ScNzmyZZId9kGK9iXuqjn,262333,4,['new jack swing'],swing
Pains,6tDZAvIeV2113YpGnc3VJC,Silk Rhodes,6uZHP2IZqZWsBPnt2aGisY,0.449,0.416,0,-5.571,1,0.0608,0.01,0.122,0.0778,0.103,140.804,audio_features,6tDZAvIeV2113YpGnc3VJC,spotify:track:6tDZAvIeV2113YpGnc3VJC,https://api.spotify.com/v1/tracks/6tDZAvIeV2113YpGnc3VJC,https://api.spotify.com/v1/audio-analysis/6tDZAvIeV2113YpGnc3VJC,191425,3,['funktronica'],funk
Stranded Pearl,6ZbtvRwy5ffQtCsN9Mqe8U,Giant Sand,339qxEdD8z8okRAiTp1HKf,0.492,0.52,1,-10.467,1,0.0374,0.219,0.286,0.113,0.362,94.083,audio_features,6ZbtvRwy5ffQtCsN9Mqe8U,spotify:track:6ZbtvRwy5ffQtCsN9Mqe8U,https://api.spotify.com/v1/tracks/6ZbtvRwy5ffQtCsN9Mqe8U,https://api.spotify.com/v1/audio-analysis/6ZbtvRwy5ffQtCsN9Mqe8U,239334,4,"['alternative country', 'tucson indie']",country
Brother Down,6bH8NQzpdpy8CvRcmFbKPW,Sam Roberts Band,09XH90DXG8hru6NN96GbA0,0.559,0.931,0,-3.926,1,0.0318,0.3,0.000348,0.42,0.855,98.552,audio_features,6bH8NQzpdpy8CvRcmFbKPW,spotify:track:6bH8NQzpdpy8CvRcmFbKPW,https://api.spotify.com/v1/tracks/6bH8NQzpdpy8CvRcmFbKPW,https://api.spotify.com/v1/audio-analysis/6bH8NQzpdpy8CvRcmFbKPW,264133,4,"['canadian indie', 'canadian rock', 'canadian singer-songwriter', 'pop quebecois']",rock
North Side Gal,6VqC5gNL532RfgdlGzNAv0,JD McPherson,6u5mhJXgAKPTj6YVlZSPY9,0.687,0.64,2,-7.799,1,0.0515,0.523,1.32e-06,0.327,0.97,84.969,audio_features,6VqC5gNL532RfgdlGzNAv0,spotify:track:6VqC5gNL532RfgdlGzNAv0,https://api.spotify.com/v1/tracks/6VqC5gNL532RfgdlGzNAv0,https://api.spotify.com/v1/audio-analysis/6VqC5gNL532RfgdlGzNAv0,151493,4,"['classic oklahoma country', 'modern blues rock']",country
Chunk Up the Deuce (feat. U.G.K. & Paul Wall),5i0n3xtjuVFLp646joI9XS,Lil' Keke,1grI9x4Uzos1Asx8JmRW6T,0.929,0.61,11,-6.064,0,0.321,0.0298,0.0,0.0958,0.868,136.081,audio_features,5i0n3xtjuVFLp646joI9XS,spotify:track:5i0n3xtjuVFLp646joI9XS,https://api.spotify.com/v1/tracks/5i0n3xtjuVFLp646joI9XS,https://api.spotify.com/v1/audio-analysis/5i0n3xtjuVFLp646joI9XS,299733,4,"['chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",rap
Love of a Lifetime,2kDH08boXJyhKMl5hnZbrE,Firehouse,28pS8WVbFstY0o1SrqCf8I,0.472,0.48,1,-11.893,1,0.0308,0.000204,0.00275,0.0914,0.126,123.023,audio_features,2kDH08boXJyhKMl5hnZbrE,spotify:track:2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/tracks/2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/audio-analysis/2kDH08boXJyhKMl5hnZbrE,286573,4,"['glam metal', 'hard rock']",rock
Fly To The Angels,6e165g8fp2WDCBwF1zxLMh,Slaughter,4ibNXJiMYOPibpS9DB9Qz3,0.496,0.576,0,-12.26,1,0.0352,0.073,0.000277,0.101,0.371,119.953,audio_features,6e165g8fp2WDCBwF1zxLMh,spotify:track:6e165g8fp2WDCBwF1zxLMh,https://api.spotify.com/v1/tracks/6e165g8fp2WDCBwF1zxLMh,https://api.spotify.com/v1/audio-analysis/6e165g8fp2WDCBwF1zxLMh,272240,4,"['canadian metal', 'glam metal', 'hard rock']",metal
Wagon Wheel,359krpyCKcFF8SFvqWES9L,Old Crow Medicine Show,4DBi4EYXgiqbkxvWUXUzMi,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,audio_features,359krpyCKcFF8SFvqWES9L,spotify:track:359krpyCKcFF8SFvqWES9L,https://api.spotify.com/v1/tracks/359krpyCKcFF8SFvqWES9L,https://api.spotify.com/v1/audio-analysis/359krpyCKcFF8SFvqWES9L,232133,4,"['indie folk', 'modern old-time', 'new americana', 'old-time', 'progressive bluegrass', 'stomp and holler']",old-time
Old Number Seven,7FqrsV0vBwNiQNQI6jfzni,The Devil Makes Three,63knPlGzLHTNDf1J78Fvte,0.571,0.427,11,-7.574,1,0.0405,0.202,0.0,0.1,0.894,142.454,audio_features,7FqrsV0vBwNiQNQI6jfzni,spotify:track:7FqrsV0vBwNiQNQI6jfzni,https://api.spotify.com/v1/tracks/7FqrsV0vBwNiQNQI6jfzni,https://api.spotify.com/v1/audio-analysis/7FqrsV0vBwNiQNQI6jfzni,200720,4,"['new americana', 'western americana']",new americana
Down To The River,15QHEkRe0q1nAR2aZ8v7Bc,The Duhks,3F1UUl8aL6qADrbAYw5VHY,0.435,0.813,11,-5.062,0,0.0355,0.506,0.0195,0.359,0.972,97.913,audio_features,15QHEkRe0q1nAR2aZ8v7Bc,spotify:track:15QHEkRe0q1nAR2aZ8v7Bc,https://api.spotify.com/v1/tracks/15QHEkRe0q1nAR2aZ8v7Bc,https://api.spotify.com/v1/audio-analysis/15QHEkRe0q1nAR2aZ8v7Bc,304693,4,"['banjo', 'canadian folk', 'manitoba indie', 'progressive bluegrass']",manitoba indie
Long Time Traveller,2AhbZP2oChiLpq5HHKg1xP,The Wailin' Jennys,331QVEZKK1yz5KhYiR2pBj,0.447,0.0467,8,-16.974,1,0.0481,0.985,0.0,0.19,0.267,72.934,audio_features,2AhbZP2oChiLpq5HHKg1xP,spotify:track:2AhbZP2oChiLpq5HHKg1xP,https://api.spotify.com/v1/tracks/2AhbZP2oChiLpq5HHKg1xP,https://api.spotify.com/v1/audio-analysis/2AhbZP2oChiLpq5HHKg1xP,128280,4,"['ectofolk', 'folk', 'manitoba indie', 'progressive bluegrass', ""women's music""]",folk
Wait so Long,1QesQ27kCWYTYuXJi8SApS,Trampled by Turtles,3GjVVVcFmUgEJEAAsbGkf4,0.254,0.928,9,-5.885,0,0.318,0.487,1.33e-05,0.112,0.327,189.451,audio_features,1QesQ27kCWYTYuXJi8SApS,spotify:track:1QesQ27kCWYTYuXJi8SApS,https://api.spotify.com/v1/tracks/1QesQ27kCWYTYuXJi8SApS,https://api.spotify.com/v1/audio-analysis/1QesQ27kCWYTYuXJi8SApS,206400,4,"['duluth indie', 'indie folk', 'jam band', 'new americana', 'progressive bluegrass', 'stomp and holler']",new americana
Julep,5a4ZTEMp6wULHTEzJclKxt,Punch Brothers,4gFssfOmWNY3LfIZ3zyoy4,0.675,0.219,11,-13.546,0,0.0311,0.897,0.103,0.0979,0.313,105.921,audio_features,5a4ZTEMp6wULHTEzJclKxt,spotify:track:5a4ZTEMp6wULHTEzJclKxt,https://api.spotify.com/v1/tracks/5a4ZTEMp6wULHTEzJclKxt,https://api.spotify.com/v1/audio-analysis/5a4ZTEMp6wULHTEzJclKxt,326493,4,"['banjo', 'bluegrass', 'indie folk', 'mandolin', 'new americana', 'progressive bluegrass']",bluegrass
Where the Rivers Run Cold,0BQmdxpn2fhwUM0HtY9A4s,The Infamous Stringdusters,7yTltkMBvChBkA86Tz8WfW,0.438,0.682,4,-6.844,1,0.0334,0.304,3.19e-06,0.186,0.352,136.248,audio_features,0BQmdxpn2fhwUM0HtY9A4s,spotify:track:0BQmdxpn2fhwUM0HtY9A4s,https://api.spotify.com/v1/tracks/0BQmdxpn2fhwUM0HtY9A4s,https://api.spotify.com/v1/audio-analysis/0BQmdxpn2fhwUM0HtY9A4s,196613,4,"['bluegrass', 'instrumental bluegrass', 'jam band', 'jamgrass', 'mandolin', 'neo-traditional bluegrass', 'progressive bluegrass']",bluegrass
Half Moon Rising,4gZj747rqIG0XeqhhjzZoY,Yonder Mountain String Band,1ReHC2jB2DGoPbMYhzuFuO,0.45,0.49,9,-8.826,1,0.0424,0.752,1.16e-05,0.367,0.66,198.163,audio_features,4gZj747rqIG0XeqhhjzZoY,spotify:track:4gZj747rqIG0XeqhhjzZoY,https://api.spotify.com/v1/tracks/4gZj747rqIG0XeqhhjzZoY,https://api.spotify.com/v1/audio-analysis/4gZj747rqIG0XeqhhjzZoY,271027,4,"['banjo', 'jam band', 'jamgrass', 'progressive bluegrass', 'string band']",jam band
"Love, Love, Love (Love, Love)",1uVC4w14lKoYaU7qRmZDzD,As Tall As Lions,1F1IdqOCO4A9kBrQihBaOI,0.524,0.623,8,-6.192,0,0.0325,0.265,0.0,0.633,0.328,61.018,audio_features,1uVC4w14lKoYaU7qRmZDzD,spotify:track:1uVC4w14lKoYaU7qRmZDzD,https://api.spotify.com/v1/tracks/1uVC4w14lKoYaU7qRmZDzD,https://api.spotify.com/v1/audio-analysis/1uVC4w14lKoYaU7qRmZDzD,273080,4,"['dreamo', 'progressive post-hardcore']",hardcore
This Is Twice Now,0Cp6EtlTQGyW7AOmc0Qs33,Lydia,1YYxodrdAUSYhO8ueGQtXs,0.585,0.586,6,-6.634,0,0.0325,0.764,1.76e-06,0.0706,0.333,112.012,audio_features,0Cp6EtlTQGyW7AOmc0Qs33,spotify:track:0Cp6EtlTQGyW7AOmc0Qs33,https://api.spotify.com/v1/tracks/0Cp6EtlTQGyW7AOmc0Qs33,https://api.spotify.com/v1/audio-analysis/0Cp6EtlTQGyW7AOmc0Qs33,180853,4,"['dreamo', 'progressive post-hardcore']",hardcore
Dig Up The Dead,7bOxcgGKx1tGnGgl3TLwMR,Mansions,63n3HC0AhdmSZoE6LZ9azp,0.623,0.5,2,-5.459,1,0.0289,0.635,5.8e-06,0.216,0.337,96.987,audio_features,7bOxcgGKx1tGnGgl3TLwMR,spotify:track:7bOxcgGKx1tGnGgl3TLwMR,https://api.spotify.com/v1/tracks/7bOxcgGKx1tGnGgl3TLwMR,https://api.spotify.com/v1/audio-analysis/7bOxcgGKx1tGnGgl3TLwMR,238533,4,"['alternative emo', 'dreamo']",emo
Snack Attack,5EgyHFq1n5mGpYEuHisLEw,A Great Big Pile of Leaves,3bTTtdHi2gxhc8O68LNXXB,0.621,0.894,4,-4.678,1,0.0826,0.00621,1.55e-05,0.202,0.391,127.077,audio_features,5EgyHFq1n5mGpYEuHisLEw,spotify:track:5EgyHFq1n5mGpYEuHisLEw,https://api.spotify.com/v1/tracks/5EgyHFq1n5mGpYEuHisLEw,https://api.spotify.com/v1/audio-analysis/5EgyHFq1n5mGpYEuHisLEw,199400,4,"['alternative emo', 'brooklyn indie', 'midwest emo']",emo
Wasteland,1IXjb6CwWAL2PAA6jSEXDF,EarlyRise,1aB92Ijb2TBVudO2te7r5c,0.365,0.88,2,-3.926,0,0.0655,0.0184,0.0,0.156,0.344,160.101,audio_features,1IXjb6CwWAL2PAA6jSEXDF,spotify:track:1IXjb6CwWAL2PAA6jSEXDF,https://api.spotify.com/v1/tracks/1IXjb6CwWAL2PAA6jSEXDF,https://api.spotify.com/v1/audio-analysis/1IXjb6CwWAL2PAA6jSEXDF,254226,4,"['gothic alternative', 'pixie']",gothic alternative
House Keeper,4saig3o5GHgMtfrdJa28tx,Men of Vizion,3F2OLfXfvIqLdvbKfrszlq,0.776,0.399,6,-6.905,0,0.0783,0.0792,0.0,0.32,0.358,142.769,audio_features,4saig3o5GHgMtfrdJa28tx,spotify:track:4saig3o5GHgMtfrdJa28tx,https://api.spotify.com/v1/tracks/4saig3o5GHgMtfrdJa28tx,https://api.spotify.com/v1/audio-analysis/4saig3o5GHgMtfrdJa28tx,273187,4,"['contemporary r&b', 'new jack swing']",r&b
Black Helicopters,7sUsTXU3Cku9mm13ctNelG,Non Phixion,0bWOVEEzzkEIqsSZoXt8KW,0.634,0.81,6,-4.908,0,0.127,0.106,0.0,0.0736,0.649,88.459,audio_features,7sUsTXU3Cku9mm13ctNelG,spotify:track:7sUsTXU3Cku9mm13ctNelG,https://api.spotify.com/v1/tracks/7sUsTXU3Cku9mm13ctNelG,https://api.spotify.com/v1/audio-analysis/7sUsTXU3Cku9mm13ctNelG,247040,4,"['east coast hip hop', 'political hip hop']",hip hop
Thursday,4TzJGnsfwbBCkJGeunCpVK,Asobi Seksu,7vXdfh8G9fJVGvfUSkqf62,0.37,0.714,2,-5.263,1,0.0373,0.000118,0.752,0.162,0.209,147.409,audio_features,4TzJGnsfwbBCkJGeunCpVK,spotify:track:4TzJGnsfwbBCkJGeunCpVK,https://api.spotify.com/v1/tracks/4TzJGnsfwbBCkJGeunCpVK,https://api.spotify.com/v1/audio-analysis/4TzJGnsfwbBCkJGeunCpVK,257173,4,"['dream pop', 'japanese shoegaze', 'noise pop', 'nu gaze', 'shoegaze']",shoegaze
Titan,7ygYTTGQA91BibWe5n24Ru,Anup Sastry,0sCAofrHFyDFPxXA0B7a86,0.457,0.939,2,-7.355,1,0.0597,8.88e-05,0.945,0.241,0.213,118.991,audio_features,7ygYTTGQA91BibWe5n24Ru,spotify:track:7ygYTTGQA91BibWe5n24Ru,https://api.spotify.com/v1/tracks/7ygYTTGQA91BibWe5n24Ru,https://api.spotify.com/v1/audio-analysis/7ygYTTGQA91BibWe5n24Ru,383096,4,"['djent', 'electronic djent', 'instrumental djent', 'instrumental rock']",djent
The Sound of Glaciers Moving,5QDG8kiULco6NS6dtyEKIo,Corelia,2qZIkmNOwY6Z6fkhcqTRJB,0.24,0.843,6,-3.78,0,0.0854,0.000939,7.12e-05,0.22,0.225,137.554,audio_features,5QDG8kiULco6NS6dtyEKIo,spotify:track:5QDG8kiULco6NS6dtyEKIo,https://api.spotify.com/v1/tracks/5QDG8kiULco6NS6dtyEKIo,https://api.spotify.com/v1/audio-analysis/5QDG8kiULco6NS6dtyEKIo,269724,3,['djent'],djent
Shoreline,77jVczOFXfbdugN4djsIqs,Broder Daniel,0IcwumPFXL1XWQ0Z9CCuCV,0.344,0.7,7,-4.198,0,0.041,0.00412,0.000694,0.378,0.527,113.332,audio_features,77jVczOFXfbdugN4djsIqs,spotify:track:77jVczOFXfbdugN4djsIqs,https://api.spotify.com/v1/tracks/77jVczOFXfbdugN4djsIqs,https://api.spotify.com/v1/audio-analysis/77jVczOFXfbdugN4djsIqs,259920,4,"['gothenburg indie', 'swedish indie rock']",indie rock
The Sensual Woman,31U21fwH5izi4fVA2f1HKa,The Herbaliser,1O7aMVbDeSXY2LiVBhb13w,0.781,0.18,1,-9.52,1,0.0719,0.0475,0.923,0.229,0.189,89.994,audio_features,31U21fwH5izi4fVA2f1HKa,spotify:track:31U21fwH5izi4fVA2f1HKa,https://api.spotify.com/v1/tracks/31U21fwH5izi4fVA2f1HKa,https://api.spotify.com/v1/audio-analysis/31U21fwH5izi4fVA2f1HKa,216001,4,"['downtempo', 'electronica', 'trip hop']",electro
Rock You,2sd8DUzBIaNBzkgEPGsHV6,Helix,7JF6mRd5N8LzsKugg4rcSG,0.469,0.981,7,-3.678,1,0.102,0.0128,0.000467,0.514,0.217,101.717,audio_features,2sd8DUzBIaNBzkgEPGsHV6,spotify:track:2sd8DUzBIaNBzkgEPGsHV6,https://api.spotify.com/v1/tracks/2sd8DUzBIaNBzkgEPGsHV6,https://api.spotify.com/v1/audio-analysis/2sd8DUzBIaNBzkgEPGsHV6,173407,4,"['canadian metal', 'classic canadian rock', 'glam metal']",metal
Iron Eagle (Never Say Die),3tD4AR8vbvM0b9X09YBYE0,King Kobra,60DhbkIV5C2aLGgtpfUw2C,0.64,0.929,9,-6.016,1,0.0433,0.323,0.0,0.514,0.807,139.877,audio_features,3tD4AR8vbvM0b9X09YBYE0,spotify:track:3tD4AR8vbvM0b9X09YBYE0,https://api.spotify.com/v1/tracks/3tD4AR8vbvM0b9X09YBYE0,https://api.spotify.com/v1/audio-analysis/3tD4AR8vbvM0b9X09YBYE0,212987,4,['glam metal'],metal
Hot Cherie,6jo4hiloSojCeZTG5fLjh9,Hardline,3caJ5Uy9aHZv7wVSNqwwjc,0.433,0.808,2,-9.263,0,0.0516,0.00872,0.0235,0.45,0.186,132.536,audio_features,6jo4hiloSojCeZTG5fLjh9,spotify:track:6jo4hiloSojCeZTG5fLjh9,https://api.spotify.com/v1/tracks/6jo4hiloSojCeZTG5fLjh9,https://api.spotify.com/v1/audio-analysis/6jo4hiloSojCeZTG5fLjh9,287133,4,"['glam metal', 'sleaze rock']",rock
"Ana And Christian - From The ""Fifty Shades Of Grey"" Score",41siSuOrlQ6IqLNBbHYaJ9,Danny Elfman,5qBZETtyzfYnXOobDXbmcD,0.44,0.362,5,-11.541,0,0.0288,0.836,0.939,0.195,0.199,74.821,audio_features,41siSuOrlQ6IqLNBbHYaJ9,spotify:track:41siSuOrlQ6IqLNBbHYaJ9,https://api.spotify.com/v1/tracks/41siSuOrlQ6IqLNBbHYaJ9,https://api.spotify.com/v1/audio-analysis/41siSuOrlQ6IqLNBbHYaJ9,204027,4,"['orchestral soundtrack', 'soundtrack']",soundtrack
I'm Forrest... Forrest Gump,1ijrMIqQvZNsnoqGukPzFD,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,0.402,0.046,5,-22.779,1,0.033,0.979,0.513,0.0771,0.0967,104.425,audio_features,1ijrMIqQvZNsnoqGukPzFD,spotify:track:1ijrMIqQvZNsnoqGukPzFD,https://api.spotify.com/v1/tracks/1ijrMIqQvZNsnoqGukPzFD,https://api.spotify.com/v1/audio-analysis/1ijrMIqQvZNsnoqGukPzFD,159667,4,"['orchestral soundtrack', 'soundtrack']",soundtrack
Rooftop Kiss,1kLeO0H9TdEewIZdr7Zi2i,James Horner,3PhL2Vdao2v8SS8AptuhAr,0.0833,0.00524,7,-36.281,1,0.0457,0.935,0.91,0.0818,0.0361,70.329,audio_features,1kLeO0H9TdEewIZdr7Zi2i,spotify:track:1kLeO0H9TdEewIZdr7Zi2i,https://api.spotify.com/v1/tracks/1kLeO0H9TdEewIZdr7Zi2i,https://api.spotify.com/v1/audio-analysis/1kLeO0H9TdEewIZdr7Zi2i,154840,4,"['orchestral soundtrack', 'soundtrack']",soundtrack
A New Life,3hfzKPRcP6uHRe6rv2sy6x,Jerry Goldsmith,7t8q7ikEtcPNtoaKAm9Vu6,0.135,0.0293,10,-22.418,1,0.0459,0.568,0.381,0.0806,0.0329,83.702,audio_features,3hfzKPRcP6uHRe6rv2sy6x,spotify:track:3hfzKPRcP6uHRe6rv2sy6x,https://api.spotify.com/v1/tracks/3hfzKPRcP6uHRe6rv2sy6x,https://api.spotify.com/v1/audio-analysis/3hfzKPRcP6uHRe6rv2sy6x,293307,4,"['classic soundtrack', 'orchestral soundtrack', 'soundtrack']",soundtrack
Interlude / Stone Garden / Interlude,3bRl0nT7kGwA9dtoKwdbUt,The Psycho Realm,3WelTIRY2ET1Xhze34RVG9,0.556,0.641,11,-11.093,0,0.379,0.0687,1.85e-05,0.294,0.327,95.742,audio_features,3bRl0nT7kGwA9dtoKwdbUt,spotify:track:3bRl0nT7kGwA9dtoKwdbUt,https://api.spotify.com/v1/tracks/3bRl0nT7kGwA9dtoKwdbUt,https://api.spotify.com/v1/audio-analysis/3bRl0nT7kGwA9dtoKwdbUt,310493,4,"['chicano rap', 'conscious hip hop']",rap
Next Levels,58MeeOMk6PMQxXWY9YCNPD,King Geedorah,77AKJs9SJqxHXbPgtJPKRa,0.729,0.557,6,-11.264,1,0.243,0.651,0.000123,0.262,0.897,92.814,audio_features,58MeeOMk6PMQxXWY9YCNPD,spotify:track:58MeeOMk6PMQxXWY9YCNPD,https://api.spotify.com/v1/tracks/58MeeOMk6PMQxXWY9YCNPD,https://api.spotify.com/v1/audio-analysis/58MeeOMk6PMQxXWY9YCNPD,229320,4,['alternative hip hop'],hip hop
Low Class Conspiracy,4FMaGGx4Qw5s1lT5hucy2X,Quasimoto,1rJkz5vopfGxTUGFNB3o4G,0.743,0.686,10,-7.183,0,0.373,0.301,0.0,0.199,0.922,90.444,audio_features,4FMaGGx4Qw5s1lT5hucy2X,spotify:track:4FMaGGx4Qw5s1lT5hucy2X,https://api.spotify.com/v1/tracks/4FMaGGx4Qw5s1lT5hucy2X,https://api.spotify.com/v1/audio-analysis/4FMaGGx4Qw5s1lT5hucy2X,146200,4,"['alternative hip hop', 'psychedelic hip hop']",hip hop
Whenimondamic,3uNt1Ct5V5d73Cwu4yQpcA,Lootpack,2D0NqDyt2R9RVar9MNs8kP,0.635,0.707,2,-6.863,1,0.34,0.378,0.0,0.657,0.658,96.923,audio_features,3uNt1Ct5V5d73Cwu4yQpcA,spotify:track:3uNt1Ct5V5d73Cwu4yQpcA,https://api.spotify.com/v1/tracks/3uNt1Ct5V5d73Cwu4yQpcA,https://api.spotify.com/v1/audio-analysis/3uNt1Ct5V5d73Cwu4yQpcA,165693,4,"['alternative hip hop', 'bboy']",hip hop
In Your Area,12X3NHzFbSpy1QMeRIMtbE,Peanut Butter Wolf,3KjYnDT3cEQ8ngiCLTCIl9,0.817,0.656,1,-8.699,1,0.445,0.0436,0.0,0.33,0.821,79.991,audio_features,12X3NHzFbSpy1QMeRIMtbE,spotify:track:12X3NHzFbSpy1QMeRIMtbE,https://api.spotify.com/v1/tracks/12X3NHzFbSpy1QMeRIMtbE,https://api.spotify.com/v1/audio-analysis/12X3NHzFbSpy1QMeRIMtbE,147696,4,"['alternative hip hop', 'scratch']",hip hop
I'll Be All You'll Ever Need,4tFfqeVgdHTjLFYFZQMSjc,Trinere,3KOiTWoybzH9nENWWINWLf,0.721,0.826,8,-8.164,0,0.0521,0.00723,0.000221,0.0978,0.802,123.563,audio_features,4tFfqeVgdHTjLFYFZQMSjc,spotify:track:4tFfqeVgdHTjLFYFZQMSjc,https://api.spotify.com/v1/tracks/4tFfqeVgdHTjLFYFZQMSjc,https://api.spotify.com/v1/audio-analysis/4tFfqeVgdHTjLFYFZQMSjc,326360,4,['freestyle'],freestyle
